Sr No,Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
5548,Low Fat,DRQ35,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,0.042530668,9.3,125.5388,2.5
5549,Low Fat,NCD54,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.029173031,21.1,145.7786,2.5
5550,Regular,FDV52,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.121767168,20.7,118.9466,2.5
5551,Regular,FDH45,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.105881129,15.1,42.0796,2.5
5552,Regular,FDC09,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.026355345,15.5,100.8332,2.5
5553,Regular,FDO27,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0,6.175,94.9752,2.5
5554,Regular,FDC22,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.136705075,6.89,194.882,2.5
5555,Regular,FDK26,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.032359413,5.46,187.424,2.5
5556,Regular,FDG38,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.053027398,8.975,86.0224,2.5
5557,low fat,DRQ35,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.042377219,9.3,123.7388,2.5
5558,Low Fat,FDX21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.084949955,7.05,109.7912,2.5
5559,Low Fat,FDW28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.088807455,18.25,197.3452,2.5
5560,Low Fat,DRN47,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.016823566,12.1,178.566,2.5
5561,Regular,FDH26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.034693175,19.25,140.1496,2.5
5562,Regular,FDA07,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.030938774,7.55,121.0072,2.5
5563,Low Fat,FDI20,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.064547828,19.1,212.8586,2.5
5564,Low Fat,NCB42,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,0.008554052,11.8,116.9492,2.5
5565,Low Fat,FDO44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.087380432,12.6,109.7228,2.5
5566,Low Fat,FDJ09,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.058346234,15,44.0744,2.5
5567,Low Fat,FDO58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.039544237,19.6,163.6526,2.5
5568,Regular,FDF39,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.019495051,14.85,261.291,2.5
5569,Low Fat,FDW13,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.097410707,,52.7324,2.5
5570,Low Fat,FDH16,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.052300844,,88.283,2.5
5571,Low Fat,FDY10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.048830264,,113.1176,2.5
5572,Low Fat,NCY18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.031125709,7.285,174.3054,2.4
5573,Low Fat,FDA50,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.152632413,,98.441,2.4
5574,Regular,FDY15,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.299097859,,157.863,2.4
5575,Low Fat,DRI01,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0,7.97,173.7422,2.4
5576,Low Fat,FDH09,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05606697,12.6,50.7982,2.4
5577,Regular,FDX38,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.080688663,10.5,46.7376,2.4
5578,Low Fat,FDI45,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.037549969,13.1,176.1054,2.4
5579,Low Fat,FDP11,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.069043044,15.85,218.7166,2.4
5580,Low Fat,FDP33,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.089197963,18.7,257.3672,2.4
5581,Low Fat,FDZ34,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0,6.695,191.882,2.4
5582,Low Fat,NCP30,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.032610007,,37.4822,2.4
5583,Regular,DRC01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019278216,5.92,48.2692,2.3
5584,low fat,FDW28,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.088750333,18.25,196.5452,2.3
5585,Low Fat,FDM56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.122896411,,111.1912,2.3
5586,Low Fat,FDK15,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.172309903,,98.2042,2.3
5587,Low Fat,FDO36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.077899109,19.7,177.766,2.3
5588,Low Fat,NCL41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.041802518,12.35,34.8216,2.3
5589,Low Fat,FDF35,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.154228739,15,107.3938,2.3
5590,Low Fat,FDF04,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.023876708,,258.6304,2.3
5591,Low Fat,FDE02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.121250374,8.71,92.7778,2.3
5592,Regular,FDB36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,5.465,129.1626,2.3
5593,Regular,FDG28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.049280292,9.285,245.6144,2.3
5594,Low Fat,FDO37,Breakfast,2020,OUT017,Tier 2,Small,Supermarket Type1,0.021497594,8.06,230.3326,2.3
5595,Regular,FDJ12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.039261947,8.895,207.4296,2.3
5596,Low Fat,NCP41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.027133398,16.6,106.2596,2.3
5597,Low Fat,FDB22,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.186528819,8.02,151.9998,2.3
5598,Low Fat,DRD27,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.023820082,18.75,97.6042,2.3
5599,Low Fat,NCA54,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.036611104,16.5,180.9318,2.3
5600,Low Fat,DRG13,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.037155206,17.25,166.4526,2.3
5601,Regular,FDK58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.044945123,11.35,101.0016,2.3
5602,Low Fat,FDL27,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.010674255,6.17,63.4826,2.3
5603,Regular,FDV60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.117839328,20.2,195.211,2.3
5604,Low Fat,DRJ23,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,,188.1872,2.3
5605,Low Fat,NCN53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.030208465,,35.4874,2.3
5606,Low Fat,NCV05,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.030062224,,154.3656,2.3
5607,Regular,FDJ44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.105812357,,175.0396,2.3
5608,Regular,FDO10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01268995,,56.4588,2.3
5609,Regular,FDA03,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.045463773,18.5,144.1102,2.2
5610,Low Fat,FDL40,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.011636708,17.7,94.541,2.2
5611,Low Fat,FDX19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.096733815,19.1,233.1958,2.2
5612,Low Fat,FDN44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022831052,13.15,160.292,2.2
5613,Low Fat,FDC45,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.135944247,17,171.5106,2.2
5614,Regular,FDX04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04163619,19.6,47.3376,2.2
5615,Low Fat,FDF47,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.097618234,20.85,223.9746,2.2
5616,Low Fat,FDQ34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.162211939,10.85,107.0622,2.2
5617,Low Fat,FDS43,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.040318693,,186.224,2.2
5618,Low Fat,NCG55,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039207025,16.25,116.1176,2.1
5619,Low Fat,DRF49,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.071188446,7.27,111.9518,2.1
5620,Low Fat,DRG11,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.084008316,6.385,108.2596,2.1
5621,Regular,FDH28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,,37.0506,2.1
5622,Regular,FDL58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.074264356,5.78,264.7568,2
5623,Regular,FDD44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07838564,8.05,256.4646,2
5624,Low Fat,NCC06,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.027139013,19,127.3336,2
5625,Regular,FDN39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.065520388,19.35,168.3816,2
5626,Low Fat,NCM41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035801238,16.5,92.612,2
5627,Low Fat,FDE32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04874969,20.7,37.5506,2
5628,Regular,FDV12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.060863167,16.7,97.6384,2
5629,Low Fat,FDM46,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.160292264,7.365,94.712,2
5630,Low Fat,NCB31,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.119345629,6.235,261.991,2
5631,Low Fat,FDX16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.065810045,17.85,149.105,2
5632,Regular,FDO49,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.05787008,,49.7008,2
5633,Low Fat,FDO36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.078034976,19.7,178.066,2
5634,Low Fat,FDD04,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.090111173,16,141.3154,2
5635,Low Fat,NCL18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.167844438,18.85,193.9136,2
5636,Low Fat,DRF25,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03898577,9,34.619,2
5637,Regular,FDZ03,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.078909166,13.65,186.724,2
5638,Low Fat,FDV25,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.079931185,,219.7456,2
5639,Regular,FDX36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.224607399,,223.1404,2
5640,Regular,FDN03,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.026420581,,250.9408,2
5641,Regular,FDG10,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.019153299,,57.6588,2
5642,Low Fat,NCL05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.047897663,19.6,44.677,2
5643,Low Fat,NCL19,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.015676231,15.35,144.047,2
5644,Low Fat,DRG48,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.014555066,5.78,145.2102,2
5645,Regular,FDN49,Breakfast,2016,OUT046,Tier 1,Small,Supermarket Type1,0.125224466,17.25,41.248,2
5646,Regular,FDG20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.125687917,15.5,178.2028,2
5647,Regular,FDQ15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0,20.35,81.6276,2
5648,Low Fat,DRF03,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.045400017,19.1,38.8138,2
5649,Low Fat,FDA32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.030155224,14,214.7192,2
5650,Low Fat,DRI23,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.13747519,18.85,158.6578,2
5651,Low Fat,FDF41,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.131921819,12.15,246.346,2
5652,Low Fat,FDM52,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.026140452,15.1,149.0076,2
5653,Low Fat,NCT30,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.080747059,9.1,46.9718,2
5654,Low Fat,DRL37,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0,15.5,41.377,2
5655,Regular,FDT23,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,0.074883035,7.72,79.8986,2
5656,Regular,FDS16,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.066311153,15.15,145.776,2
5657,Regular,FDS19,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0,13.8,74.3012,2
5658,Regular,FDG33,Seafood,2015,OUT045,Tier 2,High,Supermarket Type1,0.140524691,5.365,172.7764,2
5659,Regular,FDJ60,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.062882112,19.35,164.1184,2
5660,Regular,FDX35,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.080362549,5.035,229.0036,2
5661,Low Fat,FDF52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.066770664,9.3,180.5292,2
5662,Low Fat,NCQ05,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.021602001,11.395,149.1708,2
5663,Low Fat,FDS57,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.103422709,15.5,144.847,2
5664,Low Fat,FDP09,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033883448,19.75,213.2902,2
5665,Low Fat,FDU38,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.082534287,10.8,191.1504,2
5666,Low Fat,NCR53,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.145013434,12.15,225.0404,2
5667,Regular,FDQ51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.017547958,16,48.3718,2
5668,Regular,DRB48,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024848788,16.75,39.9822,2
5669,Low Fat,NCH42,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.061155983,6.86,228.401,2
5670,Low Fat,NCH18,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.074753743,9.3,246.4802,2
5671,Low Fat,NCJ19,Others,2011,OUT010,Tier 3,High,Grocery Store,0.19780911,18.6,55.6588,2
5672,Low Fat,DRL49,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.094450618,13.15,141.4812,2
5673,Regular,FDR36,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.203510667,6.715,41.0454,2
5674,Regular,FDV48,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.086396038,9.195,79.0644,2
5675,Regular,FDD26,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.120773451,8.71,186.5924,2
5676,Regular,FDJ55,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.039385992,12.8,224.8404,2
5677,Low Fat,FDU34,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.075132353,18.25,125.9046,2
5678,Low Fat,FDA57,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.03961061,18.85,41.648,2
5679,Low Fat,FDL46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.054011943,20.35,116.5466,2
5680,Regular,FDL39,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.063278652,16.1,182.1318,2
5681,Regular,FDG09,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.047896393,20.6,185.8556,2
5682,Low Fat,FDS35,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.111673587,9.3,65.7826,2
5683,Low Fat,FDX01,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024262772,10.1,117.615,2
5684,Low Fat,FDU11,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09297084,4.785,122.0098,2
5685,Low Fat,FDY13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030250132,12.1,75.267,2
5686,Low Fat,NCK18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.006725388,9.6,165.9184,2
5687,Low Fat,DRC25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045556681,5.73,85.3882,2
5688,Low Fat,DRG48,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014614357,5.78,147.3102,2
5689,Regular,FDA26,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,7.855,220.1482,2
5690,Regular,FDI16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.136328794,14,54.864,2
5691,Low Fat,FDD05,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.016531033,,122.4098,2
5692,Low Fat,FDR04,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.022457694,,98.6068,2
5693,Low Fat,FDO32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.119959873,,45.506,2
5694,Low Fat,FDK15,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.097937252,,98.9042,2
5695,Low Fat,FDW34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.035406842,,244.317,2
5696,Low Fat,FDE44,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,14.65,49.7692,1.9
5697,Regular,DRD01,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.061163967,12.1,56.5614,1.9
5698,Low Fat,FDX40,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.165694219,12.85,39.7164,1.8
5699,Low Fat,FDD14,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.170072462,20.7,183.8266,1.8
5700,Low Fat,NCW53,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.030556922,18.35,190.6162,1.8
5701,Low Fat,FDS55,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08114883,7.02,146.8734,1.8
5702,Low Fat,NCV06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.066668724,11.3,192.4478,1.8
5703,Regular,FDD26,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.1263349,,184.0924,1.7
5704,Low Fat,FDW50,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.075731322,13.1,167.5158,1.7
5705,Low Fat,FDF05,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.026925385,17.5,264.391,1.7
5706,Low Fat,NCE54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.02695441,20.7,73.2354,1.7
5707,Low Fat,DRC24,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.024961677,17.85,153.2018,1.7
5708,Regular,FDU21,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.076876046,11.8,33.1558,1.7
5709,Low Fat,FDU25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02678995,12.35,58.9246,1.7
5710,Low Fat,DRK01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.061313057,7.63,93.3436,1.7
5711,Regular,FDC14,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.072221801,,43.6454,1.5
5712,Low Fat,NCR17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024378706,9.8,114.5492,1.5
5713,Regular,FDG09,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.047936284,20.6,185.7556,1.5
5714,Low Fat,DRJ51,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.088172355,14.1,232.2668,1.5
5715,Low Fat,FDJ52,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.017887474,7.145,160.6578,1.5
5716,Low Fat,NCP06,Household,2011,OUT010,Tier 3,High,Grocery Store,0.065689432,20.7,149.7366,1.5
5717,Regular,FDJ58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.105208448,15.6,170.5764,1.5
5718,Low Fat,FDI26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035028853,5.94,179.8344,1.5
5719,Low Fat,NCC54,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.098108957,17.75,240.9196,1.5
5720,Low Fat,NCN30,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.016910914,,96.641,1.5
5721,Regular,FDL52,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.04586701,,37.9506,1.5
5722,Low Fat,DRF23,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.122058364,,172.8396,1.4
5723,Low Fat,NCC31,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.033259081,8.02,154.2972,1.3
5724,Regular,FDM58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.080015028,16.85,111.8544,1.3
5725,Regular,FDJ55,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.023526504,12.8,223.5404,1.2
5726,Low Fat,FDY45,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026015519,,255.8356,1
5727,Regular,FDE33,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.049916364,19.35,80.2644,1
5728,Low Fat,FDU36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04627095,6.15,99.3384,1
5729,Low Fat,DRI13,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.020310046,15.35,218.0508,1
5730,Regular,FDH53,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.019199733,20.5,84.3592,1
5731,Regular,FDV37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.083498083,13,199.4426,1
5732,Regular,FDX39,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.049634817,14.3,212.5586,1
5733,Low Fat,NCE31,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.185218446,7.67,36.3216,1
5734,Low Fat,FDC46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.1164455,17.7,182.8266,1
5735,Low Fat,FDS35,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.110681931,,63.2826,1
5736,Low Fat,DRK11,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.010755465,8.21,150.8392,1
5737,Low Fat,FDF02,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.103634038,16.2,101.399,1
5738,Low Fat,FDL04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.112097433,19,105.5622,1
5739,Low Fat,DRL23,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.015328106,18.35,107.5938,1
5740,Low Fat,FDB47,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.071540443,8.8,210.6612,1
5741,Low Fat,FDZ10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04453262,17.85,127.202,1
5742,Low Fat,FDE58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.052149675,18.5,118.3124,1
5743,Low Fat,FDF47,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.097770004,20.85,222.8746,1
5744,Regular,FDZ23,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.067607749,17.75,188.024,1
5745,Regular,FDH28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.110202066,15.85,39.7506,1
5746,Regular,FDR34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01599013,17,228.8352,1
5747,Regular,FDY57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.121442754,20.2,94.9752,1
5748,Low Fat,FDZ44,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.06780958,,118.1808,1
5749,Regular,FDH60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.141360118,,197.311,1
5750,Regular,FDQ49,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.06871772,,155.563,1
5751,Low Fat,FDV35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.128206001,19.5,155.9314,1
5752,Low Fat,FDE26,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.089005769,9.3,143.9786,1
5753,Low Fat,FDG44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0,6.13,54.1298,1
5754,Low Fat,FDQ56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.105597316,6.59,83.4908,1
5755,Low Fat,FDN44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.022795611,13.15,160.192,1
5756,Low Fat,NCQ43,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.111301625,17.75,107.5912,1
5757,Low Fat,NCN07,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.033944698,18.5,129.9284,1
5758,Low Fat,FDL10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.039492207,8.395,97.3042,1
5759,Low Fat,DRL49,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.056429024,13.15,144.2812,1
5760,Low Fat,DRG01,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04487828,14.8,75.467,1
5761,Low Fat,FDZ34,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.075878519,6.695,194.082,1
5762,Regular,FDO11,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.030264897,8,250.3092,1
5763,Regular,FDT16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.048662357,9.895,261.7278,1
5764,Regular,FDW39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.036910398,6.69,175.037,1
5765,Regular,FDZ21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03922186,17.6,97.241,1
5766,Regular,FDF53,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.083606565,20.75,178.8318,1
5767,Low Fat,NCJ19,Others,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.118419683,18.6,58.3588,1
